DATE_TIME,HIGH,LOW,OPEN,CLOSE,Event_value,Event_type,Time duration
3/25/2011 7:30,1.02394,1.02279,1.02372,1.02279,3.1,USD_GDP,Long term
3/30/2011 19:30,1.0332,1.03166,1.03201,1.03301,0.5,AUD_RETAILSALES,Short term
4/6/2011 20:30,1.04798,1.04244,1.04245,1.04671,4.9,AUD_UNEMP,Short term
4/13/2011 7:30,1.05013,1.04924,1.04956,1.04948,0.4,USD_RETAIL,Long term
4/14/2011 7:30,1.05089,1.0486,1.04948,1.05047,0.7,USD_PPI,Long term
4/15/2011 7:30,1.05367,1.05155,1.05155,1.05173,0.1,USD_CPI,Short term
4/20/2011 20:30,1.0749,1.07292,1.07311,1.07406,1.2,AUD_PPI,Long term
4/26/2011 20:30,1.08503,1.07989,1.07999,1.08397,1.6,AUD_CPI,Short term
4/27/2011 11:30,1.08266,1.07786,1.07878,1.08176,0.25,USD_IR,Long term
4/28/2011 7:30,1.09041,1.08876,1.08928,1.08978,1.8,USD_GDP,Long term
5/4/2011 20:30,1.07667,1.07034,1.07651,1.07125,-0.5,AUD_RETAILSALES,Short term
5/11/2011 20:30,1.06924,1.05852,1.06923,1.05973,4.9,AUD_UNEMP,Short term
5/13/2011 7:30,1.07052,1.0676,1.06773,1.06926,0.2,USD_CPI,Long term
5/26/2011 7:30,1.05853,1.05686,1.05825,1.05813,1.8,USD_GDP,Long term
5/31/2011 20:30,1.07307,1.06703,1.06739,1.072,-1.2,AUD_GDP,Short term
6/1/2011 20:30,1.06568,1.06228,1.06253,1.06457,1.1,AUD_RETAILSALES,Short term
6/8/2011 20:30,1.06529,1.05761,1.06527,1.05826,4.9,AUD_UNEMP,Short term
6/15/2011 7:30,1.06689,1.06463,1.06689,1.06563,0.3,USD_CPI,Long term
6/22/2011 11:30,1.06298,1.06128,1.06271,1.06224,0.25,USD_IR,Long term
6/24/2011 7:30,1.05717,1.05524,1.0556,1.05573,1.9,USD_GDP,Long term
7/3/2011 20:30,1.07647,1.07221,1.07647,1.07259,-0.6,AUD_RETAILSALES,Short term
7/6/2011 20:30,1.07499,1.06937,1.06944,1.07364,4.9,AUD_UNEMP,Short term
7/15/2011 7:30,1.06711,1.06551,1.06709,1.06649,0.3,USD_CPI,Long term
7/24/2011 20:30,1.08346,1.08246,1.08258,1.08302,0.8,AUD_PPI,Long term
7/26/2011 20:30,1.10595,1.09429,1.09537,1.10394,0.9,AUD_CPI,Short term
7/29/2011 7:30,1.09275,1.09108,1.09234,1.09197,1.3,USD_GDP,Long term
8/2/2011 20:30,1.07388,1.0678,1.07374,1.06821,-0.1,AUD_RETAILSALES,Short term
8/9/2011 13:15,1.02283,1.00812,1.01675,1.01733,0.25,USD_IR,Long term
8/10/2011 20:30,1.02059,1.01108,1.02059,1.01651,5.1,AUD_UNEMP,Short term
8/12/2011 7:30,1.03508,1.03296,1.03297,1.03369,0.5,USD_RETAIL,Long term
8/17/2011 7:30,1.05689,1.05575,1.05662,1.05601,0.2,USD_PPI,Long term
8/18/2011 7:30,1.04609,1.04384,1.04547,1.04579,0.2,USD_CPI,Long term
8/26/2011 7:30,1.05018,1.04931,1.0496,1.04967,1,USD_GDP,Long term
8/31/2011 20:30,1.07093,1.0702,1.07021,1.07065,0.5,AUD_RETAILSALES,Long term
9/6/2011 20:30,1.0576,1.05712,1.05752,1.05734,1.2,AUD_GDP,Short term
9/7/2011 20:30,1.0585,1.05754,1.05757,1.05799,5.3,AUD_UNEMP,Long term
9/15/2011 7:30,1.02755,1.02598,1.02755,1.0261,0.2,USD_CPI,Short term
9/21/2011 13:15,1.02565,1.01574,1.02238,1.02053,0.25,USD_IR,Short term
9/29/2011 7:30,0.98612,0.98321,0.98359,0.98595,1.3,USD_GDP,Long term
10/4/2011 19:30,0.95399,0.9499,0.95123,0.95022,0.6,AUD_RETAILSALES,Short term
10/12/2011 19:30,1.02304,1.01452,1.01452,1.02053,5.2,AUD_UNEMP,Short term
10/14/2011 7:30,1.02885,1.02636,1.02652,1.02754,1.1,USD_RETAIL,Short term
10/18/2011 7:30,1.01705,1.01468,1.01496,1.01604,0.8,USD_PPI,Long term
10/19/2011 7:30,1.03369,1.03064,1.03067,1.03262,0.1,USD_CPI,Long term
10/23/2011 19:30,1.03503,1.03264,1.0341,1.03462,0.6,AUD_PPI,Long term
10/25/2011 19:30,1.04254,1.03652,1.04254,1.03664,0.6,AUD_CPI,Short term
10/27/2011 7:30,1.06588,1.06349,1.06477,1.06509,2.5,USD_GDP,Long term
11/2/2011 11:30,1.03593,1.03315,1.03521,1.03471,0.25,USD_IR,Short term
11/2/2011 19:30,1.02541,1.02314,1.02502,1.02505,0.4,AUD_RETAILSALES,Short term
11/9/2011 19:30,1.01443,1.01343,1.01383,1.0137,5.2,AUD_UNEMP,Long term
11/16/2011 8:30,1.01257,1.01068,1.01176,1.01183,0.1,USD_CPI,Long term
11/22/2011 8:30,0.98564,0.9832,0.98385,0.98524,2,USD_GDP,Short term
11/30/2011 19:30,1.02269,1.02131,1.02256,1.02133,0.2,AUD_RETAILSALES,Long term
12/6/2011 19:30,1.02665,1.02623,1.02635,1.02665,1,AUD_GDP,Long term
12/7/2011 19:30,1.0266,1.02524,1.0253,1.0264,5.3,AUD_UNEMP,Short term
12/13/2011 8:30,1.01406,1.01121,1.01121,1.01395,0.2,USD_RETAIL,Long term
12/13/2011 14:15,1.0014,0.99872,1.00123,0.99875,0.25,USD_IR,Short term
12/15/2011 8:30,0.9983,0.9964,0.9983,0.99652,0.3,USD_PPI,Long term
12/16/2011 8:30,0.9977,0.99601,0.99723,0.99642,0.2,USD_CPI,Long term
12/22/2011 8:30,1.01222,1.00965,1.01065,1.01154,1.8,USD_GDP,Long term
1/8/2012 19:30,1.01661,1.01517,1.01633,1.01573,0,AUD_RETAILSALES,Short term
1/12/2012 8:30,1.03576,1.03343,1.03509,1.03419,0.1,USD_RETAIL,Long term
1/18/2012 8:30,1.03786,1.03606,1.03669,1.03737,-0.1,USD_PPI,Long term
1/18/2012 19:30,1.03973,1.03897,1.03933,1.03943,5.2,AUD_UNEMP,Long term
1/19/2012 8:30,1.04173,1.04056,1.04145,1.04098,0.1,USD_CPI,Long term
1/22/2012 19:30,1.04691,1.04622,1.0466,1.04691,0.3,AUD_PPI,Long term
1/24/2012 19:30,1.0506,1.05022,1.05039,1.05048,0,AUD_CPI,Short term
1/25/2012 12:30,1.05966,1.05857,1.05909,1.0589,0.25,USD_IR,Long term
1/27/2012 8:30,1.06361,1.06091,1.06105,1.06302,2.8,USD_GDP,Short term
2/5/2012 19:30,1.0739,1.07315,1.07367,1.07315,-0.1,AUD_RETAILSALES,Short term
2/14/2012 8:30,1.07101,1.06982,1.07019,1.07076,0.4,USD_RETAIL,Short term
2/15/2012 19:30,1.07173,1.07013,1.07135,1.07092,5.1,AUD_UNEMP,Long term
2/16/2012 8:30,1.07132,1.06957,1.07053,1.07085,0.1,USD_PPI,Long term
2/17/2012 8:30,1.07535,1.07303,1.07509,1.07425,0.2,USD_CPI,Short term
2/28/2012 19:30,1.08045,1.07933,1.07957,1.08029,0.3,AUD_RETAILSALES,Long term
2/29/2012 8:30,1.08466,1.08366,1.08384,1.08442,3,USD_GDP,Long term
3/6/2012 19:30,1.05437,1.05279,1.05331,1.05357,0.4,AUD_GDP,Long term
3/7/2012 19:30,1.05559,1.055,1.05527,1.055,5.2,AUD_UNEMP,Long term
3/13/2012 7:30,1.05103,1.04928,1.0501,1.05066,1.1,USD_RETAIL,Long term
3/13/2012 13:15,1.05233,1.05045,1.05126,1.0507,0.25,USD_IR,Long term
3/15/2012 7:30,1.05108,1.04943,1.05108,1.05,0.4,USD_PPI,Long term
3/16/2012 7:30,1.05946,1.05735,1.05766,1.05828,0.1,USD_CPI,Long term
3/29/2012 7:30,1.03596,1.03254,1.034,1.03517,3,USD_GDP,Long term
4/2/2012 20:30,1.04338,1.04209,1.04258,1.04234,0.2,AUD_RETAILSALES,Short term
4/11/2012 20:30,1.03663,1.03032,1.03033,1.03506,5.2,AUD_UNEMP,Short term
4/12/2012 7:30,1.03962,1.03801,1.03954,1.03827,0,USD_PPI,Long term
4/13/2012 7:30,1.04048,1.0396,1.04019,1.04028,0.2,USD_CPI,Long term
4/16/2012 7:30,1.03647,1.0341,1.03432,1.03601,0.8,USD_RETAIL,Short term
4/22/2012 20:30,1.03607,1.03315,1.03599,1.03352,-0.3,AUD_PPI,Short term
4/23/2012 20:30,1.0318,1.0257,1.03176,1.02693,0.1,AUD_CPI,Short term
4/25/2012 11:30,1.03313,1.03135,1.03293,1.03244,0.25,USD_IR,Short term
4/27/2012 7:30,1.04414,1.0426,1.04339,1.04365,2.2,USD_GDP,Long term
5/6/2012 20:30,1.01328,1.011,1.01108,1.01282,0.9,AUD_RETAILSALES,Short term
5/9/2012 20:30,1.01011,1.00565,1.00565,1.00989,4.9,AUD_UNEMP,Short term
5/11/2012 7:30,1.00506,1.00335,1.00462,1.00337,-0.2,USD_PPI,Long term
5/29/2012 20:30,0.98107,0.97749,0.98107,0.97933,-0.2,AUD_RETAILSALES,Short term
5/31/2012 7:30,0.97377,0.97159,0.97272,0.97207,1.9,USD_GDP,Long term
6/5/2012 20:30,0.98325,0.97717,0.97717,0.98281,1.3,AUD_GDP,Short term
6/6/2012 20:30,0.99599,0.98864,0.98931,0.99496,5.1,AUD_UNEMP,Short term
6/14/2012 7:30,0.9971,0.99405,0.99452,0.99642,0.2,USD_CPI,Short term
6/20/2012 11:30,1.01851,1.01329,1.01781,1.01642,0.25,USD_IR,Short term
6/28/2012 7:30,1.00596,1.0046,1.00485,1.00538,1.9,USD_GDP,Long term
7/3/2012 20:30,1.03174,1.02958,1.02958,1.03052,0.5,AUD_RETAILSALES,Long term
7/11/2012 20:30,1.02383,1.01914,1.0238,1.01932,5.2,AUD_UNEMP,Short term
7/13/2012 7:30,1.01722,1.01658,1.01707,1.01687,0.1,USD_PPI,Long term
7/16/2012 7:30,1.02263,1.02048,1.02103,1.02182,-0.5,USD_RETAIL,Long term
7/17/2012 7:30,1.02839,1.02761,1.02783,1.02814,2.2,USD_CPI,Long term
7/17/2012 7:30,1.02839,1.02761,1.02783,1.02814,0.2,USD_CPI,Long term
7/22/2012 20:30,1.0326,1.03142,1.032,1.03211,0.5,AUD_PPI,Long term
7/24/2012 20:30,1.02104,1.01762,1.01882,1.02104,0.5,AUD_CPI,Short term
7/27/2012 7:30,1.04366,1.04125,1.04336,1.0417,1.5,USD_GDP,Short term
8/1/2012 13:15,1.04855,1.04605,1.04696,1.04729,0.25,USD_IR,Short term
8/1/2012 20:30,1.04724,1.04545,1.04546,1.04692,1,AUD_RETAILSALES,Long term
8/8/2012 20:30,1.05913,1.05638,1.05645,1.05861,5.2,AUD_UNEMP,Short term
8/15/2012 7:30,1.04953,1.04686,1.04702,1.04897,2.1,USD_CPI,Long term
8/15/2012 7:30,1.04953,1.04686,1.04702,1.04897,0.1,USD_CPI,Long term
8/29/2012 7:30,1.03973,1.03786,1.03791,1.03927,1.7,USD_GDP,Long term
9/2/2012 20:30,1.02695,1.02384,1.02685,1.02433,-0.8,AUD_RETAILSALES,Short term
9/4/2012 20:30,1.02088,1.01908,1.02088,1.02078,0.6,AUD_GDP,Long term
9/5/2012 20:30,1.0219,1.01677,1.01809,1.02157,5.1,AUD_UNEMP,Short term
9/13/2012 7:30,1.04553,1.04412,1.04519,1.04468,1.7,USD_PPI,Long term
9/13/2012 11:30,1.05146,1.04284,1.04473,1.04729,0.25,USD_IR,Long term
9/27/2012 7:30,1.04193,1.04068,1.04154,1.04168,1.3,USD_GDP,Short term
10/3/2012 20:30,1.02206,1.01908,1.02116,1.01968,0.2,AUD_RETAILSALES,Short term
10/10/2012 19:30,1.02607,1.02236,1.02236,1.0256,5.4,AUD_UNEMP,Short term
10/12/2012 7:30,1.0252,1.02383,1.02422,1.0252,1.1,USD_PPI,Long term
10/15/2012 7:30,1.02454,1.02327,1.02397,1.0234,1.1,USD_RETAIL,Long term
10/16/2012 7:30,1.02844,1.02693,1.02801,1.02723,0.1,USD_CPI,Short term
10/23/2012 19:30,1.03029,1.02717,1.02718,1.02861,1.4,AUD_CPI,Long term
10/24/2012 13:15,1.0359,1.03427,1.03585,1.03538,0.25,USD_IR,Long term
10/26/2012 7:30,1.03575,1.03353,1.03373,1.03535,2,USD_GDP,Short term
11/1/2012 19:30,1.04024,1.03976,1.04024,1.0399,0.6,AUD_PPI,Short term
11/4/2012 19:30,1.03653,1.03516,1.03519,1.03621,0.5,AUD_RETAILSALES,Short term
11/7/2012 19:30,1.04309,1.0418,1.04299,1.04189,5.4,AUD_UNEMP,Short term
11/15/2012 8:30,1.03378,1.03238,1.03267,1.03315,0.2,USD_CPI,Long term
11/29/2012 8:30,1.04425,1.04319,1.04328,1.04418,2.7,USD_GDP,Long term
12/2/2012 19:30,1.04074,1.04043,1.04069,1.04056,0,AUD_RETAILSALES,Short term
12/4/2012 19:30,1.04682,1.04639,1.0466,1.0468,0.5,AUD_GDP,Long term
12/5/2012 19:30,1.04746,1.04671,1.04741,1.04701,5.2,AUD_UNEMP,Long term
12/12/2012 12:30,1.05729,1.05664,1.05727,1.05691,0.25,USD_IR,Long term
12/14/2012 8:30,1.05342,1.0528,1.05309,1.05338,0.1,USD_CPI,Long term
12/20/2012 8:30,1.04725,1.04659,1.04711,1.04673,3.1,USD_GDP,Long term
1/8/2013 19:30,1.05031,1.04948,1.0495,1.05028,-0.1,AUD_RETAILSALES,Long term
1/16/2013 8:30,1.05534,1.05454,1.05524,1.05474,0.1,USD_CPI,Short term
1/16/2013 19:30,1.05506,1.05447,1.0549,1.05462,5.4,AUD_UNEMP,Long term
1/22/2013 19:30,1.05509,1.05467,1.05494,1.05472,0.2,AUD_CPI,Short term
1/30/2013 8:30,1.04226,1.04139,1.04206,1.0416,-0.1,USD_GDP,Short term
1/30/2013 14:15,1.0412,1.04055,1.04067,1.04074,0.25,USD_IR,Long term
1/31/2013 19:30,1.04043,1.03991,1.04042,1.0404,0.2,AUD_PPI,Short term
2/5/2013 19:30,1.03563,1.03495,1.0354,1.03528,-0.2,AUD_RETAILSALES,Long term
2/6/2013 19:30,1.03109,1.03072,1.03095,1.03102,5.4,AUD_UNEMP,Long term
2/13/2013 8:30,1.03431,1.03352,1.03384,1.03419,0.1,USD_RETAIL,Long term
2/20/2013 8:30,1.03131,1.03012,1.03106,1.03025,0.2,USD_PPI,Short term
2/21/2013 8:30,1.0247,1.02397,1.02465,1.02446,0.3,USD_CPI,Short term
2/28/2013 8:30,1.02511,1.02359,1.02383,1.02464,0.1,USD_GDP,Long term
3/4/2013 19:30,1.0215,1.02066,1.02138,1.02089,0.9,AUD_RETAILSALES,Short term
3/5/2013 19:30,1.02806,1.02745,1.02797,1.02745,0.6,AUD_GDP,Short term
3/13/2013 7:30,1.03169,1.03038,1.03145,1.03053,1.1,USD_RETAIL,Short term
3/13/2013 19:30,1.03709,1.03636,1.03679,1.03636,5.4,AUD_UNEMP,Short term
3/14/2013 7:30,1.03707,1.03571,1.03584,1.03668,0.7,USD_PPI,Long term
3/15/2013 7:30,1.03795,1.03723,1.03787,1.03769,0.2,USD_CPI,Long term
3/20/2013 13:00,1.03855,1.03802,1.03849,1.03838,0.25,USD_IR,Long term
3/28/2013 7:30,1.04087,1.04025,1.04035,1.04043,0.4,USD_GDP,Long term
4/3/2013 19:30,1.04894,1.04583,1.04587,1.04838,1.3,AUD_RETAILSALES,Short term
4/10/2013 20:30,1.05483,1.04994,1.05462,1.05112,5.6,AUD_UNEMP,Short term
4/16/2013 7:30,1.0382,1.0367,1.03733,1.03701,0.1,USD_CPI,Long term
4/23/2013 20:30,1.02725,1.02349,1.02725,1.02429,0.4,AUD_CPI,Short term
4/26/2013 7:30,1.02869,1.02757,1.02788,1.02823,2.5,USD_GDP,Short term
5/1/2013 13:00,1.02971,1.02702,1.02875,1.02967,0.25,USD_IR,Long term
5/2/2013 20:30,1.02618,1.02565,1.02588,1.02572,0.3,AUD_PPI,Long term
5/5/2013 20:30,1.02958,1.027,1.02954,1.0291,-0.4,AUD_RETAILSALES,Short term
5/8/2013 20:30,1.02504,1.01616,1.01644,1.02418,5.5,AUD_UNEMP,Short term
5/13/2013 7:30,0.99856,0.99546,0.99735,0.99844,0.1,USD_RETAIL,Long term
5/15/2013 7:30,0.99166,0.98927,0.98932,0.9897,-0.7,USD_PPI,Long term
5/16/2013 7:30,0.98669,0.98187,0.98187,0.98579,0.1,USD_CPI,Short term
5/30/2013 7:30,0.96191,0.95924,0.95924,0.96045,2.4,USD_GDP,Long term
6/2/2013 20:30,0.96352,0.96108,0.96191,0.96312,0.2,AUD_RETAILSALES,Short term
6/4/2013 20:30,0.9637,0.96045,0.9636,0.96097,0.6,AUD_GDP,Short term
6/12/2013 20:30,0.94966,0.94792,0.94934,0.94808,5.5,AUD_UNEMP,Long term
6/13/2013 7:30,0.95769,0.95658,0.95659,0.9574,0.6,USD_RETAIL,Long term
6/14/2013 7:30,0.96205,0.95983,0.96205,0.95993,0.5,USD_PPI,Long term
6/18/2013 7:30,0.94718,0.94503,0.94619,0.94573,0.2,USD_CPI,Long term
6/19/2013 13:00,0.95559,0.94454,0.9548,0.947,0.25,USD_IR,Short term
6/26/2013 7:30,0.93236,0.92846,0.92852,0.93057,1.8,USD_GDP,Short term
7/2/2013 20:30,0.91895,0.91561,0.9174,0.91686,0.1,AUD_RETAILSALES,Short term
7/10/2013 20:30,0.92705,0.92222,0.92222,0.92335,5.7,AUD_UNEMP,Long term
7/12/2013 7:30,0.90367,0.9025,0.9036,0.90334,0.8,USD_PPI,Long term
7/15/2013 7:30,0.9089,0.90521,0.90521,0.90751,0.4,USD_RETAIL,Long term
7/16/2013 7:30,0.92302,0.92068,0.92298,0.92186,0.2,USD_CPI,Short term
7/23/2013 20:30,0.93178,0.92426,0.92776,0.93019,0.4,AUD_CPI,Short term
7/31/2013 7:30,0.89749,0.89445,0.89749,0.89696,1.7,USD_GDP,Long term
7/31/2013 13:00,0.89859,0.8936,0.89601,0.89456,0.25,USD_IR,Short term
8/1/2013 20:30,0.89182,0.89035,0.89182,0.89087,0.1,AUD_PPI,Short term
8/4/2013 20:30,0.88811,0.88477,0.8878,0.88575,0,AUD_RETAILSALES,Long term
8/7/2013 20:30,0.90185,0.8972,0.90126,0.89957,5.7,AUD_UNEMP,Long term
8/13/2013 7:30,0.9137,0.91094,0.9135,0.91203,0.2,USD_RETAIL,Short term
8/14/2013 7:30,0.91348,0.91218,0.91218,0.91295,0,USD_PPI,Long term
8/15/2013 7:30,0.91489,0.90945,0.91474,0.91029,0.2,USD_CPI,Short term
8/29/2013 7:30,0.89405,0.89162,0.89405,0.89292,2.5,USD_GDP,Long term
9/2/2013 20:30,0.90202,0.89917,0.90196,0.90027,0.1,AUD_RETAILSALES,Short term
9/3/2013 20:30,0.90869,0.90474,0.90474,0.90854,0.6,AUD_GDP,Short term
9/11/2013 20:30,0.93393,0.92664,0.93393,0.92727,5.8,AUD_UNEMP,Short term
9/17/2013 7:30,0.936,0.93502,0.93519,0.93515,0.1,USD_CPI,Long term
9/18/2013 13:00,0.94728,0.93647,0.9371,0.94401,0.25,USD_IR,Short term
9/26/2013 7:30,0.93784,0.93638,0.93763,0.93742,2.5,USD_GDP,Long term
9/30/2013 20:30,0.93331,0.93179,0.93183,0.93288,0.4,AUD_RETAILSALES,Short term
10/9/2013 19:30,0.94722,0.94211,0.94262,0.94545,5.6,AUD_UNEMP,Short term
10/22/2013 19:30,0.97481,0.97116,0.97116,0.97392,1.2,AUD_CPI,Short term
10/30/2013 7:30,0.95034,0.94979,0.94979,0.9503,0.1,USD_CPI,Long term
10/30/2013 13:00,0.94789,0.94612,0.94662,0.94688,0.25,USD_IR,Short term
10/31/2013 19:30,0.94668,0.94592,0.94668,0.9462,1.3,AUD_PPI,Long term
11/3/2013 19:30,0.94859,0.94791,0.94835,0.94807,0.8,AUD_RETAILSALES,Long term
11/6/2013 19:30,0.94771,0.94681,0.94736,0.94705,5.7,AUD_UNEMP,Short term
11/7/2013 8:30,0.94841,0.94674,0.94688,0.94775,2.8,USD_GDP,Long term
11/21/2013 8:30,0.92448,0.92337,0.92379,0.92415,-0.2,USD_PPI,Long term
12/2/2013 19:30,0.90969,0.909,0.9092,0.90905,0.5,AUD_RETAILSALES,Long term
12/3/2013 19:30,0.90744,0.90454,0.90734,0.90545,0.6,AUD_GDP,Short term
12/5/2013 8:30,0.90207,0.90095,0.90164,0.90116,3.6,USD_GDP,Long term
12/11/2013 19:30,0.90311,0.90159,0.90234,0.90213,5.8,AUD_UNEMP,Long term
12/12/2013 8:30,0.89448,0.89327,0.89422,0.8939,0.7,USD_RETAIL,Long term
12/13/2013 8:30,0.894,0.89314,0.89382,0.89317,-0.1,USD_PPI,Short term
12/17/2013 8:30,0.89105,0.8898,0.89051,0.89005,0.2,USD_CPI,Short term
12/18/2013 14:00,0.88862,0.88571,0.88841,0.88625,0.25,USD_IR,Short term
12/20/2013 8:30,0.89051,0.88926,0.88983,0.89006,4.1,USD_GDP,Long term
1/8/2014 19:30,0.89046,0.8889,0.89008,0.88943,0.7,AUD_RETAILSALES,Short term
1/14/2014 8:30,0.89959,0.89902,0.89912,0.89916,0.2,USD_RETAIL,Short term
1/15/2014 8:30,0.89133,0.89083,0.89101,0.8912,0.4,USD_PPI,Long term
1/15/2014 19:30,0.88133,0.88013,0.88073,0.88123,5.8,AUD_UNEMP,Short term
1/16/2014 8:30,0.88101,0.88034,0.88062,0.88055,0.1,USD_CPI,Long term
1/21/2014 19:30,0.88579,0.88504,0.88569,0.88545,0.8,AUD_CPI,Long term
1/29/2014 14:00,0.87539,0.87288,0.87426,0.87351,0.25,USD_IR,Short term
1/30/2014 8:30,0.87933,0.8784,0.87897,0.87853,3.2,USD_GDP,Long term
1/30/2014 19:30,0.88006,0.87932,0.88004,0.87977,0.2,AUD_PPI,Short term
2/5/2014 19:30,0.89676,0.89619,0.89651,0.89623,0.5,AUD_RETAILSALES,Short term
2/12/2014 19:30,0.89434,0.89292,0.89434,0.89349,6,AUD_UNEMP,Short term
2/13/2014 8:30,0.89764,0.89633,0.89633,0.89705,-0.4,USD_RETAIL,Short term
2/19/2014 8:30,0.90365,0.90308,0.9032,0.90336,0.2,USD_PPI,Long term
2/20/2014 8:30,0.89651,0.89582,0.89616,0.89615,0.1,USD_CPI,Long term
2/28/2014 8:30,0.89418,0.89252,0.89414,0.8926,2.4,USD_GDP,Long term
3/4/2014 19:30,0.89719,0.89356,0.89684,0.89439,0.8,AUD_GDP,Short term
3/5/2014 19:30,0.9028,0.90205,0.90264,0.90208,1.2,AUD_RETAILSALES,Long term
3/12/2014 19:30,0.90583,0.90513,0.90562,0.90517,6,AUD_UNEMP,Long term
3/13/2014 7:30,0.90968,0.90771,0.90772,0.9096,0.3,USD_RETAIL,Long term
3/14/2014 7:30,0.90361,0.90212,0.90212,0.90335,-0.1,USD_PPI,Long term
3/18/2014 7:30,0.91146,0.91066,0.91085,0.91102,0.1,USD_CPI,Long term
3/19/2014 13:00,0.90488,0.90208,0.90476,0.90239,0.25,USD_IR,Short term
3/27/2014 7:30,0.92396,0.9233,0.92349,0.92331,2.6,USD_GDP,Short term
4/2/2014 19:30,0.92487,0.92265,0.92465,0.92311,0.2,AUD_RETAILSALES,Short term
4/9/2014 20:30,0.94401,0.93811,0.93815,0.94327,5.8,AUD_UNEMP,Short term
4/11/2014 7:30,0.93908,0.93802,0.93899,0.93883,0.5,USD_PPI,Short term
4/14/2014 7:30,0.94151,0.94024,0.94151,0.94029,1.1,USD_RETAIL,Long term
4/15/2014 7:30,0.93754,0.93625,0.93709,0.93639,0.2,USD_CPI,Long term
4/22/2014 20:30,0.93696,0.93173,0.93696,0.93186,0.6,AUD_CPI,Short term
4/30/2014 7:30,0.92906,0.92657,0.92657,0.92768,0.1,USD_GDP,Long term
4/30/2014 13:00,0.92884,0.927,0.92778,0.92755,0.25,USD_IR,Short term
5/1/2014 20:30,0.92751,0.92662,0.92662,0.92683,0.9,AUD_PPI,Short term
5/6/2014 20:30,0.93475,0.93322,0.93426,0.93463,0.1,AUD_RETAILSALES,Long term
5/7/2014 20:30,0.93622,0.93277,0.93279,0.93493,5.8,AUD_UNEMP,Long term
5/13/2014 7:30,0.9381,0.9364,0.93641,0.93767,0.1,USD_RETAIL,Short term
5/14/2014 7:30,0.94053,0.9395,0.94053,0.94001,0.6,USD_PPI,Long term
5/15/2014 7:30,0.93663,0.93451,0.93663,0.93543,0.2,USD_CPI,Long term
5/29/2014 7:30,0.92986,0.92817,0.92921,0.92827,-1,USD_GDP,Long term
6/2/2014 20:30,0.92572,0.92294,0.92387,0.92563,0.2,AUD_RETAILSALES,Short term
6/3/2014 20:30,0.92973,0.92556,0.92619,0.92806,1.1,AUD_GDP,Long term
6/11/2014 20:30,0.9387,0.93498,0.93838,0.93766,5.8,AUD_UNEMP,Long term
6/12/2014 7:30,0.94115,0.94014,0.94023,0.94063,0.3,USD_RETAIL,Long term
6/13/2014 7:30,0.93939,0.93868,0.93868,0.93931,-0.2,USD_PPI,Long term
6/17/2014 7:30,0.93614,0.93367,0.93614,0.93372,0.3,USD_CPI,Short term
6/18/2014 13:00,0.93645,0.93216,0.93411,0.93495,0.25,USD_IR,Short term
6/25/2014 7:30,0.93871,0.93684,0.93686,0.93831,-2.9,USD_GDP,Short term
7/2/2014 20:30,0.939,0.93711,0.939,0.93817,-0.5,AUD_RETAILSALES,Short term
7/9/2014 20:30,0.94569,0.94078,0.94328,0.94131,6,AUD_UNEMP,Short term
7/15/2014 7:30,0.93788,0.93691,0.93743,0.93711,0.2,USD_RETAIL,Long term
7/16/2014 7:30,0.93523,0.93416,0.93455,0.93522,0.4,USD_PPI,Short term
